model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,comparison_eligible,delta_aic,delta_bic,best_aic,best_bic
q_learning,100,88,Horstmann,134.3209614115597,-134.3209614115597,272.64192282311933,277.8522631950956,138.6294361119891,4.3084747004294,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,5,2,1.0,0.1341462079686497,,,,True,64.41357618567221,59.2032358136961,False,False
pvl_delta,100,89,Horstmann,127.2264688777668,-127.2264688777668,262.4529377555336,272.873618499486,138.6294361119891,11.402967234222274,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,480,68,32,0.0001813231458816,,0.2750515041995743,10.0,4.420142752638776,True,0.0,1.0476920500958613,True,False
q_learning,100,89,Horstmann,131.30779303870696,-131.30779303870696,266.6155860774139,271.8259264493901,138.6294361119891,7.321643073282104,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,15,10,0.0533848244048731,2.156110730161697,,,,True,4.16264832188034,0.0,False,True
pvl_delta,100,90,Horstmann,110.3596172028383,-110.3596172028383,228.7192344056766,239.13991514962896,138.6294361119891,28.26981890915077,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,475,66,32,0.2515908164891733,,0.5820948551905838,1e-06,1.2353421091388324,True,0.0,0.0,True,True
q_learning,100,90,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,52.53963781830183,47.3292974463256,False,False
pvl_delta,100,91,Horstmann,30.2035833171509,-30.2035833171509,68.4071666343018,78.82784737825418,138.6294361119891,108.42585279483816,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,350,36,32,0.0014780266796391,,0.130564856016491,6.712874210972583,5.0,True,0.0,0.0,True,True
q_learning,100,91,Horstmann,39.06782752413788,-39.06782752413788,82.13565504827577,87.34599542025195,138.6294361119891,99.56160858785118,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,25,6,0.0065729091156584,100.0,,,,True,13.728488413973963,8.518148041997776,False,False
pvl_delta,100,92,Horstmann,129.97687620227032,-129.97687620227032,267.95375240454064,278.374433148493,138.6294361119891,8.652559909718747,False,1,2,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,24,32,0.999999,,2.0,1e-06,0.6425313579414723,True,0.0,0.0,True,True
q_learning,100,92,Horstmann,137.49726182818463,-137.49726182818463,278.99452365636927,284.20486402834547,138.6294361119891,1.1321742838044315,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.093918527378102,,,,True,11.04077125182863,5.830430879852486,False,False
pvl_delta,100,93,Horstmann,134.43904471461715,-134.43904471461715,276.8780894292343,287.29877017318665,138.6294361119891,4.190391397371911,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,550,75,32,0.4601536767058135,,1e-06,0.0379077167125651,0.6444737298899987,True,0.0,4.892307505606425,True,False
q_learning,100,93,Horstmann,136.598061147802,-136.598061147802,277.196122295604,282.40646266758023,138.6294361119891,2.0313749641870515,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,9,10,0.1399137645809449,0.5908273199251722,,,,True,0.3180328663697196,0.0,False,True
pvl_delta,100,94,Horstmann,131.90927619576686,-131.90927619576686,271.81855239153373,282.2392331354861,138.6294361119891,6.720159916222201,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,19,32,8.47225109070498e-05,,0.5709809091503183,7.78939888977647,5.0,True,1.4642975069730255,6.67463787894917,False,False
q_learning,100,94,Horstmann,133.17712744228035,-133.17712744228035,270.3542548845607,275.5645952565369,138.6294361119891,5.452308669708714,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,243,59,9,0.0009921002901387,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,95,Horstmann,116.73313292692804,-116.73313292692804,241.4662658538561,251.88694659780847,138.6294361119891,21.89630318506101,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,510,64,32,0.4116301059662196,,1e-06,1e-06,1.1029770664601826,True,0.0,0.0,True,True
q_learning,100,95,Horstmann,135.9054873499933,-135.9054873499933,275.8109746999866,281.0213150719628,138.6294361119891,2.723948761995757,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,10,0.3482688385652208,0.3301661447276099,,,,True,34.344708846130516,29.134368474154343,False,False
pvl_delta,100,96,Horstmann,119.56806602675194,-119.56806602675194,247.13613205350387,257.55681279745625,138.6294361119891,19.06137008523713,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,23,32,0.0127889485085549,,0.4673831137788212,2.8540908659787183,2.5228185512888976,True,0.0,0.0,True,True
q_learning,100,96,Horstmann,131.15480313868414,-131.15480313868414,266.3096062773683,271.5199466493445,138.6294361119891,7.474632973304921,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,90,20,10,0.0610818428354382,2.70693242107794,,,,True,19.173474223864417,13.963133851888244,False,False
pvl_delta,100,97,Horstmann,108.67836712297478,-108.67836712297478,225.35673424594955,235.77741498990196,138.6294361119891,29.95106898901429,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,515,65,32,0.55441863351717,,0.1709931329050966,1e-06,1.3130915119861146,True,0.0,0.0,True,True
q_learning,100,97,Horstmann,131.84530123447468,-131.84530123447468,267.6906024689493,272.90094284092555,138.6294361119891,6.78413487751439,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,117,26,10,1.0,0.2090427277883964,,,,True,42.33386822299974,37.123527851023596,False,False
pvl_delta,100,98,Horstmann,72.7459046755485,-72.7459046755485,153.491809351097,163.91249009504938,138.6294361119891,65.88353143644056,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,730,82,32,0.6221271964825509,,0.8200295424683638,0.0665477400562844,1.541106131766817,True,0.0,0.0,True,True
q_learning,100,98,Horstmann,119.81457621636238,-119.81457621636238,243.6291524327248,248.8394928047009,138.6294361119891,18.81485989562668,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,5,9,0.6858454159926148,0.486626575020726,,,,True,90.13734308162779,84.92700270965153,False,False
pvl_delta,100,99,Horstmann,134.50019874395068,-134.50019874395068,277.0003974879013,287.4210782318537,138.6294361119891,4.129237368038389,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,130,20,32,0.3627779682768383,,0.3760627130830193,1e-06,0.6561395992375528,True,0.0,0.9518656358991393,True,False
q_learning,100,99,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,4.258474736077119,0.0,False,True
pvl_delta,100,100,Horstmann,124.59758024272996,-124.59758024272996,257.19516048545995,267.6158412294123,138.6294361119891,14.031855869259104,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,95,15,32,0.8085417078982832,,1e-06,0.0328026524887783,0.777043835073869,True,0.0,0.0,True,True
q_learning,100,100,Horstmann,134.27803966408104,-134.27803966408104,272.55607932816207,277.7664197001383,138.6294361119891,4.35139644790803,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,10,0.4323567906712015,0.3510165737527104,,,,True,15.36091884270212,10.150578470725975,False,False
pvl_delta,100,101,Horstmann,111.35311157047552,-111.35311157047552,230.70622314095107,241.12690388490344,138.6294361119891,27.27632454151353,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,11,32,0.9650154054327884,,1e-06,1e-06,0.9271762803264824,True,0.0,0.0,True,True
q_learning,100,101,Horstmann,130.64997847583166,-130.64997847583166,265.2999569516633,270.5102973236395,138.6294361119891,7.979457636157406,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,234,49,9,0.0010203876174851,100.0,,,,True,34.59373381071225,29.38339343873608,False,False
pvl_delta,100,102,Horstmann,21.10863983625968,-21.10863983625968,50.21727967251936,60.63796041647173,138.6294361119891,117.52079627572938,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,17,32,0.999999,,0.1237542128511769,0.8231786799817659,1.412321472343945,True,0.0,0.0,True,True
q_learning,100,102,Horstmann,40.58201259655184,-40.58201259655184,85.16402519310368,90.37436556507988,138.6294361119891,98.04742351543725,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,8,1.0,1.5305188844029007,,,,True,34.94674552058432,29.736405148608156,False,False
pvl_delta,100,103,Horstmann,60.295906023204445,-60.295906023204445,128.5918120464089,139.01249279036125,138.6294361119891,78.33353008878461,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,525,70,32,0.3648553041616595,,1.3886060457797726,1e-06,1.6035209327026445,True,0.0,0.0,True,True
q_learning,100,103,Horstmann,134.71949478814997,-134.71949478814997,273.43898957629995,278.64932994827615,138.6294361119891,3.909941323839092,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,5,2,1.0,0.1376206778410102,,,,True,144.84717752989104,139.6368371579149,False,False
pvl_delta,100,104,Horstmann,102.7962246364324,-102.7962246364324,213.59244927286483,224.0131300168172,138.6294361119891,35.83321147555665,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,11,32,0.999999,,1e-06,0.3650087057135908,0.9145383548281594,True,0.0,0.0,True,True
q_learning,100,104,Horstmann,126.20537613347948,-126.20537613347948,256.410752266959,261.6210926389352,138.6294361119891,12.424059978509575,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,14,10,1.0,0.3579824953480651,,,,True,42.818302994094154,37.60796262211798,False,False
pvl_delta,100,105,Horstmann,109.02025148384826,-109.02025148384826,226.0405029676965,236.46118371164889,138.6294361119891,29.60918462814081,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,75,13,32,0.999999,,0.2569326302021751,0.2960735023480861,0.8741790627396459,True,0.0,0.0,True,True
q_learning,100,105,Horstmann,125.54021536471076,-125.54021536471076,255.0804307294215,260.2907711013977,138.6294361119891,13.089220747278318,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,10,1.0,0.3095558184021743,,,,True,29.039927761724982,23.82958738974881,False,False
pvl_delta,100,106,Horstmann,115.07226075835628,-115.07226075835628,238.14452151671256,248.56520226066493,138.6294361119891,23.557175353632783,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,80,14,32,0.619267127047585,,1e-06,0.1235473321012294,1.003295259481917,True,0.0,0.0,True,True
q_learning,100,106,Horstmann,135.49966873688987,-135.49966873688987,274.99933747377975,280.20967784575595,138.6294361119891,3.129767375099192,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,2,1.0,0.1860586203691048,,,,True,36.85481595706719,31.644475585091016,False,False
pvl_delta,100,107,Horstmann,100.53243373143808,-100.53243373143808,209.06486746287612,219.48554820682853,138.6294361119891,38.09700238055099,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,115,17,32,0.999999,,1e-06,1e-06,1.0574112522614678,True,0.0,0.0,True,True
q_learning,100,107,Horstmann,127.32626427094404,-127.32626427094404,258.6525285418881,263.8628689138643,138.6294361119891,11.303171841045014,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4,10,1.0,0.3036430698791827,,,,True,49.58766107901198,44.37732070703578,False,False
pvl_delta,100,108,Horstmann,132.24278610273043,-132.24278610273043,272.48557220546087,282.9062529494132,138.6294361119891,6.386650009258631,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290,33,32,0.999999,,1.0341006926747982,0.0808060356133893,0.5182291063133784,True,0.0,3.8860286735070986,True,False
q_learning,100,108,Horstmann,134.90494195196496,-134.90494195196496,273.8098839039299,279.0202242759061,138.6294361119891,3.724494160024108,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114,27,10,1.0,0.125387313157929,,,,True,1.324311698469046,0.0,False,True
pvl_delta,100,109,Horstmann,98.85974801172306,-98.85974801172306,205.7194960234461,216.1401767673985,138.6294361119891,39.76968810026601,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,540,66,32,0.0132270148677197,,1.1914805874719303,0.4091298212669439,3.366918864129595,True,0.0,0.0,True,True
q_learning,100,109,Horstmann,104.7389852322952,-104.7389852322952,213.4779704645904,218.68831083656656,138.6294361119891,33.89045087969387,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,90,25,10,0.0254582893765766,11.088747800097408,,,,True,7.758474441144301,2.5481340691680714,False,False
pvl_delta,100,110,Horstmann,119.211836426424,-119.211836426424,246.423672852848,256.8443535968003,138.6294361119891,19.41759968556508,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,250,27,32,0.0004073103791686,,1e-06,1.959225976472153,5.0,True,0.0,0.0,True,True
q_learning,100,110,Horstmann,126.49597039091324,-126.49597039091324,256.9919407818265,262.2022811538027,138.6294361119891,12.133465721075822,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,4,9,0.0013267916370504,100.0,,,,True,10.568267928978486,5.35792755700237,False,False
pvl_delta,100,111,Horstmann,81.09668616951535,-81.09668616951535,170.1933723390307,180.61405308298308,138.6294361119891,57.532749942473714,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,520,67,32,0.999999,,0.339091017519775,0.0425206264471591,1.2776419726187442,True,0.0,0.0,True,True
q_learning,100,111,Horstmann,122.09015227804548,-122.09015227804548,248.18030455609096,253.39064492806716,138.6294361119891,16.539283833943585,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,5,4,1.0,0.413957959408024,,,,True,77.98693221706026,72.77659184508408,False,False
pvl_delta,100,112,Horstmann,98.30457075690865,-98.30457075690865,204.6091415138173,215.02982225776964,138.6294361119891,40.32486535508043,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,600,84,32,0.1799223937544936,,2.0,0.0114280488456253,1.4490538682563685,True,0.0,0.0,True,True
q_learning,100,112,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,76.64973071016112,71.43939033818492,False,False
pvl_delta,100,113,Horstmann,117.33985296960113,-117.33985296960113,242.67970593920225,253.1003866831546,138.6294361119891,21.289583142387954,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175,19,32,0.9524853850588286,,1e-06,0.0018504781464253,0.88492773582954,True,0.0,0.0,True,True
q_learning,100,113,Horstmann,134.34006951161396,-134.34006951161396,272.6801390232279,277.8904793952041,138.6294361119891,4.289366600375104,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,8,10,0.8006746293787323,0.2740490401658065,,,,True,30.000433084025673,24.79009271204953,False,False
pvl_delta,100,114,Horstmann,96.76243505720365,-96.76243505720365,201.5248701144073,211.94555085835967,138.6294361119891,41.86700105478542,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,14,32,0.999999,,1e-06,1e-06,1.0645101286736582,True,0.0,0.0,True,True
q_learning,100,114,Horstmann,119.34626830724024,-119.34626830724024,242.6925366144805,247.90287698645668,138.6294361119891,19.28316780474881,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,10,1.0,0.3908784349532539,,,,True,41.16766650007321,35.95732612809701,False,False
pvl_delta,100,115,Horstmann,128.1395469997424,-128.1395469997424,264.2790939994848,274.6997747434372,138.6294361119891,10.489889112246658,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180,25,32,0.311284743968184,,1.0169901246697115,0.2868592677747131,0.8166707743745701,True,0.0,3.7532110938277015,True,False
q_learning,100,115,Horstmann,130.86811163881666,-130.86811163881666,265.7362232776333,270.9465636496095,138.6294361119891,7.761324473172408,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,10,0.4145307434972261,0.4152934233002376,,,,True,1.4571292781485,0.0,False,True
pvl_delta,100,116,Horstmann,132.74479941188812,-132.74479941188812,273.48959882377625,283.9102795677286,138.6294361119891,5.884636700100941,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,210,24,32,0.999999,,0.6552371804183994,0.0289777657109099,0.5860032696388937,True,0.0,0.7255437812002015,True,False
q_learning,100,116,Horstmann,136.9871977072761,-136.9871977072761,277.9743954145522,283.1847357865284,138.6294361119891,1.6422384047129697,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,3,2,1.0,0.1017024346342347,,,,True,4.484796590775943,0.0,False,True
pvl_delta,100,117,Horstmann,115.1218384220054,-115.1218384220054,238.2436768440108,248.6643575879632,138.6294361119891,23.50759768998367,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,15,32,0.7912692907122968,,1e-06,1e-06,0.9819807385842384,True,0.0,0.0,True,True
q_learning,100,117,Horstmann,135.41293234167316,-135.41293234167316,274.8258646833463,280.0362050553225,138.6294361119891,3.21650377031591,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4,10,1.0,0.1401904904623591,,,,True,36.58218783933552,31.371847467359316,False,False
pvl_delta,100,118,Horstmann,79.02904645356634,-79.02904645356634,166.05809290713268,176.47877365108505,138.6294361119891,59.60038965842273,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,26,32,0.2705699272730911,,1.9475628693824367,1e-06,1.3558838578299046,True,0.0,0.0,True,True
q_learning,100,118,Horstmann,135.5539569830905,-135.5539569830905,275.107913966181,280.3182543381572,138.6294361119891,3.0754791288985643,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,2,1.0,0.1725625816094442,,,,True,109.04982105904833,103.83948068707215,False,False
pvl_delta,100,119,Horstmann,88.95176280229236,-88.95176280229236,185.90352560458476,196.3242063485371,138.6294361119891,49.6776733096967,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,235,21,32,0.1902210580815361,,0.2628493286865933,0.3483759238527111,1.4217922282513349,True,0.0,0.0,True,True
q_learning,100,119,Horstmann,137.0523232097852,-137.0523232097852,278.1046464195704,283.3149867915466,138.6294361119891,1.5771129022038792,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,2,0.7370384021432894,0.1340453193177624,,,,True,92.20112081498561,86.99078044300947,False,False
pvl_delta,100,120,Horstmann,125.7828081776204,-125.7828081776204,259.5656163552408,269.9862970991932,138.6294361119891,12.84662793436867,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,130,16,32,0.999999,,1e-06,0.4740015320386936,0.6092634905376657,True,0.0,0.0,True,True
q_learning,100,120,Horstmann,134.32695366416107,-134.32695366416107,272.65390732832213,277.86424770029834,138.6294361119891,4.302482447827998,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,10,1.0,0.2037916073538064,,,,True,13.088290973081314,7.877950601105113,False,False
pvl_delta,100,121,Horstmann,107.30610278012897,-107.30610278012897,222.61220556025796,233.0328863042103,138.6294361119891,31.3233333318601,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,120,19,32,0.8551278121663689,,1e-06,0.0080286507160152,1.0458583706072964,True,0.0,0.0,True,True
q_learning,100,121,Horstmann,129.66716540993727,-129.66716540993727,263.33433081987454,268.54467119185074,138.6294361119891,8.962270702051796,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,19,10,0.025389532947377,4.46410414433277,,,,True,40.722125259616575,35.51178488764043,False,False
pvl_delta,100,122,Horstmann,127.85634505267308,-127.85634505267308,263.71269010534616,274.1333708492985,138.6294361119891,10.773091059315988,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,565,80,32,0.11270542245681,,1e-06,1e-06,1.1741124454334269,True,0.0,0.9311247062690313,True,False
q_learning,100,122,Horstmann,131.99595288552663,-131.99595288552663,267.99190577105327,273.20224614302947,138.6294361119891,6.633483226462431,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,3,10,0.0011216888386555,100.0,,,,True,4.279215665707113,0.0,False,True
pvl_delta,100,123,Horstmann,136.03620552701693,-136.03620552701693,280.07241105403386,290.4930917979862,138.6294361119891,2.593230584972133,False,2,1,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,110,14,32,0.999999,,1e-06,1e-06,0.4122576640056777,True,0.5543036327845243,5.764644004760669,False,False
q_learning,100,123,Horstmann,137.75905371062467,-137.75905371062467,279.51810742124934,284.72844779322554,138.6294361119891,0.8703824013643953,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,243,56,10,0.0004331407299641,100.0,,,,True,0.0,0.0,True,True
pvl_delta,100,124,Horstmann,90.4350773471455,-90.4350773471455,188.870154694291,199.29083543824336,138.6294361119891,48.19435876484357,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,545,74,32,0.999999,,0.393392385778204,0.0372323517591588,1.1921142087872874,True,0.0,0.0,True,True
q_learning,100,124,Horstmann,130.2005100758067,-130.2005100758067,264.4010201516134,269.6113605235896,138.6294361119891,8.42892603618236,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,3,2,1.0,0.2874892815119951,,,,True,75.53086545732242,70.32052508534625,False,False
pvl_delta,100,125,Horstmann,125.5546147633572,-125.5546147633572,259.10922952671444,269.5299102706668,138.6294361119891,13.074821348631858,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,480,50,32,0.0246320694533506,,0.7706557959165472,0.6812909771979186,2.1744098313332803,True,0.0,0.0,True,True
q_learning,100,125,Horstmann,130.1818059455244,-130.1818059455244,264.3636118910488,269.573952263025,138.6294361119891,8.447630166464677,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,153,37,10,0.7373568010469501,0.3183645475092595,,,,True,5.254382364334333,0.04404199235818851,False,False
pvl_delta,100,126,Horstmann,121.58463600965668,-121.58463600965668,251.16927201931335,261.5899527632657,138.6294361119891,17.044800102332374,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,31,32,0.0605111718274665,,1e-06,5.73796885310553,0.953385303521884,True,0.0,0.0,True,True
q_learning,100,126,Horstmann,131.2910980319702,-131.2910980319702,266.5821960639404,271.7925364359166,138.6294361119891,7.338338080018872,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,10,10,0.1437788484016919,0.960245072119587,,,,True,15.412924044627033,10.20258367265086,False,False
pvl_delta,100,127,Horstmann,120.22949489374226,-120.22949489374226,248.4589897874845,258.8796705314369,138.6294361119891,18.39994121824681,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,300,37,32,0.0004374616246171,,0.944392959798813,1e-06,5.0,True,0.0,0.0,True,True
q_learning,100,127,Horstmann,137.3728055068307,-137.3728055068307,278.7456110136614,283.9559513856376,138.6294361119891,1.2566306051583638,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,4,2,0.8710654124818143,0.1082128470537157,,,,True,30.28662122617689,25.076280854200718,False,False
pvl_delta,100,128,Horstmann,70.22709795173995,-70.22709795173995,148.4541959034799,158.87487664743227,138.6294361119891,68.40233816024912,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,55,32,0.0010872252869304,,0.7970459286887068,2.127827719025051,5.0,True,0.0,4.5669445474711665,True,False
q_learning,100,128,Horstmann,72.54879586399247,-72.54879586399247,149.09759172798493,154.3079320999611,138.6294361119891,66.0806402479966,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156,31,9,0.0042529259460692,100.0,,,,True,0.6433958245050349,0.0,False,True
pvl_delta,100,129,Horstmann,131.04900998861177,-131.04900998861177,270.09801997722354,280.5187007211759,138.6294361119891,7.580426123377293,False,1,1,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,23,32,0.999999,,1e-06,5.674272641463539,0.1470807670886899,True,0.0,2.7424183768258104,True,False
q_learning,100,129,Horstmann,134.28297098618694,-134.28297098618694,272.5659419723739,277.7762823443501,138.6294361119891,4.346465125802126,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,10,10,0.0744601925391941,1.5552972625589678,,,,True,2.467921995150334,0.0,False,True
pvl_delta,100,130,Horstmann,75.2777563008254,-75.2777563008254,158.5555126016508,168.97619334560318,138.6294361119891,63.35167981116366,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,515,58,32,0.9251198275134176,,0.0703538590849554,0.4055907489278785,1.1004407334420878,True,0.0,0.0,True,True
q_learning,100,130,Horstmann,102.4538501312942,-102.4538501312942,208.9077002625884,214.11804063456452,138.6294361119891,36.17558598069488,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,129,31,9,0.9893588168875288,0.6924941634415458,,,,True,50.3521876609376,45.141847288961344,False,False
pvl_delta,100,131,Horstmann,120.40951223058026,-120.40951223058026,248.81902446116047,259.2397052051129,138.6294361119891,18.219923881408803,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,120,19,32,0.2310663011327684,,0.0781993407650839,1.250151510970836,0.8497764863901264,True,0.0,0.0,True,True
